previous_habit_ratio,sleep_hours,sleep_quality,water_liters,steps_count,calories,protein,carbs,fat,mood,habit_success
0.71,6.8,2,2.3,10784,2522,60.5,293.3,115.6,3,1
0.75,7.0,1,3.5,11123,2616,104.1,314.5,75.1,4,1
0.86,8.9,1,3.6,7305,2851,108.9,280.7,74.5,3,1
0.9,7.0,2,2.4,11064,3086,102.7,312.3,102.6,3,1
0.73,7.0,1,3.8,11027,2499,146.3,336.5,72.5,3,1
0.82,7.6,2,2.0,10234,2767,106.3,301.7,84.1,4,1
0.97,6.6,1,3.9,7371,3101,108.0,325.4,64.8,3,1
0.96,7.3,1,2.4,11756,2891,118.2,388.0,102.3,3,1
0.71,8.2,1,2.2,6444,2364,131.5,311.6,90.2,3,1
0.97,7.2,2,3.3,9547,2647,61.5,334.7,87.4,3,1
0.93,7.8,1,2.7,10119,2217,86.1,337.2,92.5,4,1
0.93,7.3,2,3.6,6252,2970,74.1,244.0,102.3,4,1
0.99,6.4,2,3.9,6091,3133,138.7,228.3,52.9,4,1
0.86,8.8,2,2.4,11946,2704,79.1,381.1,109.6,3,1
0.75,6.7,2,2.4,7485,3161,136.7,370.3,115.3,4,1
0.89,6.2,1,2.5,7617,3189,103.8,266.2,59.0,3,1
0.73,7.9,1,2.6,9691,2672,115.5,261.1,90.9,4,1
0.94,8.9,1,2.0,8016,2453,124.1,328.2,69.4,4,1
0.74,8.2,2,2.9,8938,2625,103.8,221.8,95.2,3,1
0.95,8.6,1,3.8,7609,2539,126.0,325.3,100.9,3,1
0.95,7.9,2,3.5,7742,2075,109.6,308.7,119.9,4,1
0.9,6.4,2,2.4,10830,2595,72.0,300.2,56.3,4,1
0.85,8.0,1,3.5,7149,2913,74.3,313.3,89.6,3,1
0.92,7.5,2,2.1,9994,2474,65.7,273.9,53.0,3,1
0.86,8.4,2,2.9,9724,2095,63.6,329.7,57.2,4,1
0.95,6.8,1,2.8,9100,2748,112.9,379.6,55.4,4,1
0.81,8.7,2,2.7,8826,2997,131.3,377.4,50.5,3,1
0.83,6.7,2,2.4,7531,2322,92.6,343.5,58.3,3,1
0.82,7.0,1,3.0,9922,2981,79.0,232.2,108.3,3,1
0.77,6.4,1,2.3,10199,2080,140.2,229.4,61.6,3,1
0.85,7.2,1,3.8,11963,2580,145.3,243.3,92.5,4,1
0.96,6.5,2,3.2,10773,2372,116.1,302.2,61.7,4,1
0.98,7.8,1,2.5,9157,2270,69.8,240.5,110.2,4,1
0.95,7.8,1,3.0,11036,2079,139.0,306.3,102.7,3,1
0.84,6.4,1,3.8,11558,2883,107.0,274.1,53.0,4,1
0.77,8.4,2,2.7,11707,3179,68.8,226.8,83.4,3,1
0.97,6.3,2,2.5,6044,2014,112.0,223.6,50.5,3,1
0.91,6.9,2,2.2,9490,3198,82.8,371.0,79.6,4,1
0.88,9.0,2,3.5,9385,3130,130.5,296.5,75.9,4,1
0.78,6.9,2,3.5,9261,2282,136.9,331.9,102.3,4,1
0.93,8.8,1,2.4,9281,2693,132.1,322.8,97.9,3,1
0.75,8.9,1,3.6,7190,2965,143.3,287.1,54.5,3,1
0.81,7.8,2,3.9,9282,3067,85.8,392.7,54.0,3,1
0.89,7.3,1,3.7,10244,2585,77.5,356.8,85.7,3,1
0.88,8.0,2,2.5,6002,2322,67.8,255.2,78.0,4,1
0.82,6.6,1,3.5,6562,2184,109.5,345.2,89.1,4,1
0.8,8.4,1,3.2,7593,2931,143.7,315.0,68.3,4,1
0.85,7.7,2,2.7,6958,3051,146.1,375.2,106.9,4,1
0.91,8.9,2,3.5,8782,2939,121.3,379.3,110.3,4,1
0.73,6.2,1,3.4,7883,2646,97.1,270.6,87.5,4,1
0.77,6.3,2,2.2,7462,2975,88.2,243.7,90.2,3,1
0.98,8.0,1,3.0,7635,2480,126.2,374.5,64.5,3,1
0.95,8.5,2,2.3,6873,2245,142.8,335.2,96.4,3,1
0.93,7.6,1,3.7,9040,2645,104.3,397.1,112.8,4,1
0.85,9.0,2,2.8,10724,2262,64.9,359.9,83.5,3,1
0.85,7.2,1,2.9,6986,3061,101.4,337.8,50.8,3,1
0.81,6.3,2,3.2,8127,2383,109.4,247.4,83.0,4,1
0.81,7.5,1,2.8,9049,2747,136.9,255.9,62.6,3,1
0.99,8.1,1,3.4,7931,3137,98.9,276.2,60.2,3,1
0.84,6.0,2,3.0,11166,3058,108.1,263.1,84.1,4,1
0.87,7.7,2,2.2,7338,2122,79.4,250.9,108.7,3,1
0.83,7.0,2,2.7,10566,2527,91.0,282.4,74.6,3,1
0.87,7.9,1,4.0,8331,2727,89.3,302.1,104.2,4,1
0.97,7.1,2,2.9,7186,2343,117.7,385.7,79.5,4,1
0.95,6.2,1,2.7,8568,2648,118.8,342.1,92.4,4,1
0.78,7.3,2,3.5,10267,2922,97.3,236.8,51.6,3,1
0.9,8.8,1,2.4,9252,2210,68.6,387.4,83.1,3,1
0.71,7.2,1,2.2,11063,2318,67.6,386.3,77.3,3,1
0.77,6.9,1,2.3,7397,2058,63.2,271.4,114.1,4,1
0.84,8.6,2,3.1,7106,3104,75.9,319.5,94.2,4,1
0.86,7.9,2,3.8,9945,3105,80.4,217.9,71.6,4,1
0.78,6.9,1,3.0,7116,2704,85.8,307.0,98.1,4,1
0.98,7.4,1,3.5,8399,2473,131.7,309.6,63.2,4,1
0.82,6.5,2,3.7,7807,2538,67.1,325.1,86.2,4,1
0.79,8.2,2,2.8,6560,2373,72.3,222.1,81.9,4,1
0.78,7.9,1,2.6,7246,2101,147.3,204.4,118.1,4,1
0.78,8.1,1,2.5,7234,2030,104.4,268.4,71.8,4,1
1.0,7.4,1,2.7,7196,2114,84.0,278.5,88.0,3,1
0.76,8.5,2,3.7,6999,2509,94.6,395.0,67.3,3,1
0.76,8.2,1,3.0,7707,2968,95.0,392.2,115.5,3,1
0.89,6.1,1,2.5,11230,2611,77.9,377.5,110.5,3,1
0.99,6.7,2,2.6,7371,2565,112.6,279.2,67.0,3,1
0.87,8.1,1,2.7,6733,2509,74.2,218.3,93.3,3,1
0.72,7.9,1,2.3,7906,2648,148.4,357.7,103.0,4,1
0.92,6.1,2,2.7,7103,2513,140.9,297.1,80.6,4,1
0.86,7.5,1,3.1,8651,2959,84.8,366.3,114.0,3,1
0.72,6.5,2,3.6,10436,2751,100.9,355.2,85.4,3,1
0.96,7.9,2,3.6,7956,2656,124.9,331.7,87.7,4,1
0.76,8.0,1,3.2,8642,2839,117.7,222.1,86.6,3,1
0.71,8.8,1,3.7,7655,2219,103.7,219.8,90.0,4,1
0.9,7.6,2,2.1,7808,2145,61.2,384.2,95.9,3,1
0.84,7.9,2,3.1,9407,2755,131.5,211.7,93.2,3,1
0.92,8.5,1,3.9,10255,2198,69.1,246.2,77.0,3,1
0.86,6.7,1,3.1,10572,2850,127.1,353.3,90.4,4,1
0.91,7.3,1,2.3,7477,3126,96.1,267.5,61.1,4,1
0.98,8.7,2,3.7,9377,2881,134.4,264.7,66.9,3,1
0.81,7.7,2,2.7,9706,2916,146.4,200.0,52.4,4,1
0.88,7.6,2,2.0,7817,2439,137.0,204.3,107.5,4,1
0.98,7.5,1,2.2,9771,2728,74.0,253.0,112.3,3,1
0.77,8.4,1,3.1,10661,2445,126.1,344.7,105.5,3,1
0.85,8.7,1,3.2,8460,2076,125.8,315.3,55.5,3,1
0.98,7.0,2,2.8,6987,2464,127.3,369.9,115.0,4,1
0.72,7.6,2,3.1,7225,2669,105.2,244.2,53.5,4,1
0.99,8.3,1,2.4,8373,2807,73.3,267.2,83.3,3,1
0.86,6.8,2,3.0,11716,2267,128.6,296.2,63.9,4,1
0.9,6.6,1,2.5,8181,2880,89.1,384.8,56.3,4,1
0.83,7.0,2,2.7,11369,2049,129.3,233.9,74.5,4,1
0.89,7.3,1,2.4,9062,2319,128.2,370.6,57.9,3,1
0.77,7.9,1,3.7,8356,2028,90.9,360.9,71.4,4,1
0.71,6.6,1,2.4,10286,2529,109.4,324.6,119.5,3,1
0.81,8.7,1,2.5,6492,2581,78.1,339.3,69.0,4,1
0.9,6.0,2,3.3,11431,2737,137.8,203.8,110.7,4,1
0.77,7.1,1,3.8,9970,3088,67.9,239.8,117.7,3,1
0.71,8.8,2,2.7,9222,2321,61.7,336.9,74.9,4,1
0.77,8.9,2,3.6,11126,2527,139.1,378.1,107.0,3,1
0.57,6.8,0,0.8,4218,2472,48.2,259.5,66.0,2,0
0.37,5.5,0,1.3,5693,1956,65.6,196.9,70.3,1,0
0.33,3.8,0,1.7,6603,2619,52.1,170.7,74.4,2,0
0.55,4.7,0,1.8,5627,2739,49.5,160.2,66.6,2,0
0.07,4.3,0,2.0,7270,2126,92.8,212.1,60.6,1,0
0.45,6.3,1,0.8,2539,1909,47.9,153.9,89.3,2,0
0.16,5.3,0,1.7,2891,2503,41.6,161.9,79.0,0,0
0.3,5.4,1,0.9,4174,2303,68.4,174.6,51.3,1,0
0.46,3.1,1,2.4,2823,2560,80.3,180.4,50.2,0,0
0.56,6.9,1,1.9,4748,2708,54.8,210.7,42.1,2,0
0.49,5.9,1,1.7,7082,2385,75.6,228.8,83.8,0,0
0.31,4.8,0,2.3,3012,2331,72.3,297.6,42.0,1,0
0.31,5.5,0,0.9,4600,2207,93.1,266.1,54.3,0,0
0.25,5.5,0,1.9,2165,2274,89.8,217.8,76.1,0,0
0.11,5.3,0,1.3,3649,2261,41.5,218.1,84.8,0,0
0.53,3.4,1,1.9,6828,2615,49.8,260.0,44.6,2,0
0.27,4.5,1,2.0,5191,2426,97.0,206.8,59.0,0,0
0.55,5.3,0,0.8,2184,1983,86.1,157.7,55.4,2,0
0.46,4.8,0,0.7,2077,2783,52.2,243.4,52.7,1,0
0.3,5.0,0,1.7,5042,2043,53.0,248.9,62.7,1,0
0.05,5.4,0,2.3,3278,2434,77.7,273.0,50.4,0,0
0.09,5.6,0,0.8,1265,2483,74.7,240.5,56.6,0,0
0.03,4.7,0,0.8,3329,2425,79.7,255.0,68.6,2,0
0.11,4.8,1,2.4,1762,2586,58.0,205.3,58.9,0,0
0.46,6.4,0,1.1,2102,1924,81.7,191.2,66.4,2,0
0.13,3.8,0,0.7,6977,2444,71.7,163.2,76.2,2,0
0.56,6.9,1,1.4,7945,2124,55.6,236.3,71.2,0,0
0.37,5.0,1,1.5,2473,2704,76.6,256.3,89.0,0,0
0.07,4.9,0,2.0,2698,2618,76.9,212.2,42.3,1,0
0.34,5.6,0,1.8,6652,2088,55.3,160.2,55.0,2,0
0.19,3.0,1,1.2,6934,2382,77.0,154.4,48.8,1,0
0.5,6.7,1,2.3,7531,1836,78.7,222.2,71.4,2,0
0.54,4.8,1,2.4,1458,2655,71.3,234.7,73.9,2,0
0.32,3.8,1,2.1,7519,2162,44.0,172.4,82.0,1,0
0.59,5.5,0,1.6,4191,1991,75.7,279.7,77.6,2,0
0.51,5.8,1,1.3,5071,2698,54.3,217.8,87.5,0,0
0.32,3.7,1,2.1,7371,2006,94.8,216.6,41.2,1,0
0.54,3.6,1,2.3,7000,2694,71.4,266.3,47.2,0,0
0.49,6.8,0,0.9,1299,2270,63.3,279.7,45.8,1,0
0.56,5.7,0,1.2,1377,1905,71.2,248.8,55.6,2,0
0.46,5.6,0,1.1,2577,2093,56.6,197.9,62.1,0,0
0.16,3.6,0,0.5,6103,2373,70.8,181.0,57.5,1,0
0.16,6.8,1,1.6,2403,1872,58.7,283.8,67.0,0,0
0.08,4.9,0,0.7,1440,1888,65.6,176.8,69.8,2,0
0.38,5.8,1,1.7,3559,2140,89.0,256.9,73.5,2,0
0.05,6.7,1,1.6,1761,2632,88.1,254.8,44.9,1,0
0.41,5.8,1,1.4,2833,1947,91.7,242.5,85.6,1,0
0.11,6.7,1,2.1,3660,2264,69.3,159.8,45.6,1,0
0.28,3.7,1,1.7,2043,2320,46.2,272.6,79.8,1,0
0.33,3.3,1,1.6,4283,2404,64.8,243.1,67.4,1,0
0.23,4.4,1,2.1,4566,2380,87.2,231.7,51.8,2,0
0.4,6.0,1,0.7,5883,2274,59.5,164.6,62.3,1,0
0.57,3.3,0,1.9,5885,2589,89.2,199.1,72.2,0,0
0.05,6.3,0,2.0,6413,1952,67.2,193.7,70.8,1,0
0.12,5.7,1,1.1,7507,2735,80.8,287.8,86.8,2,0
0.59,4.4,0,1.7,6009,2322,64.3,169.1,54.7,1,0
0.54,6.9,0,1.9,7723,2167,46.6,192.3,41.6,1,0
0.42,4.6,1,1.9,4326,2190,66.1,181.7,48.7,0,0
0.11,4.5,1,2.2,2263,2095,99.8,250.5,46.7,0,0
0.39,3.6,1,1.8,2112,1886,48.2,270.9,83.0,2,0
0.36,4.7,0,1.4,4474,2365,89.2,207.7,51.3,1,0
0.36,5.3,0,1.9,3205,2220,95.6,236.5,41.7,0,0
0.34,5.8,0,1.7,6656,1881,48.5,259.7,89.2,1,0
0.28,3.3,0,1.0,6166,2559,79.8,250.3,74.2,2,0
0.48,4.2,0,2.3,5382,2597,40.6,218.1,85.3,2,0
0.44,4.7,1,1.1,1289,2511,95.4,262.4,76.3,2,0
0.16,5.5,0,1.6,6376,2098,88.5,243.6,54.3,0,0
0.08,3.3,1,1.0,6044,2087,56.5,188.5,77.1,2,0
0.1,5.4,0,1.8,4029,2627,50.5,267.4,51.8,0,0
0.48,6.4,1,2.5,2188,2409,96.0,173.1,64.8,1,0
0.46,4.0,1,2.0,2370,2015,74.7,276.3,42.7,1,0
0.45,3.5,0,1.4,4901,2108,68.6,292.2,86.1,0,0
0.23,5.8,1,1.0,5345,2691,66.1,193.3,79.9,1,0
0.41,6.8,0,0.7,5352,2452,61.2,276.6,70.5,2,0
0.52,4.3,1,2.1,3091,2470,75.1,219.2,73.8,0,0
0.44,5.4,0,1.5,6551,2506,99.6,197.0,40.5,0,0
0.5,3.0,0,1.6,6615,2256,61.1,258.8,52.6,0,0
0.01,3.4,0,2.4,6227,1924,82.5,168.0,82.8,0,0
0.23,6.1,0,2.3,6698,1988,55.2,220.0,86.8,2,0
0.27,7.0,1,1.9,6468,2588,86.2,188.6,79.0,1,0
0.47,4.5,1,2.5,3115,2778,88.8,176.7,43.5,0,0
0.37,3.7,1,0.7,5428,2587,65.9,242.1,45.3,1,0
0.43,3.4,0,0.6,6960,2056,86.6,152.8,64.9,2,0
0.38,6.7,1,1.0,6734,2137,94.3,236.2,65.8,1,0
0.29,4.6,0,1.6,1027,2193,97.2,272.7,64.1,2,0
0.32,7.0,1,1.9,4281,1856,77.9,293.8,44.5,2,0
0.51,4.4,1,2.0,3375,2463,52.2,233.2,88.4,2,0
0.11,5.8,0,1.8,3943,2298,45.1,244.9,76.8,0,0
0.02,3.1,0,1.5,1516,2611,72.4,196.2,66.7,1,0
0.58,3.1,1,0.6,7453,2538,42.6,167.7,80.4,2,0
0.31,6.8,0,2.0,2908,2747,44.3,260.3,64.4,0,0
0.28,6.7,0,1.0,6314,1933,40.9,244.9,85.2,0,0
0.27,3.7,0,2.1,1871,1916,69.8,269.9,51.0,0,0
0.26,6.2,1,1.1,6604,2389,72.8,198.2,88.2,0,0
0.46,5.4,1,0.6,3243,1944,85.5,175.2,58.5,0,0
0.26,6.7,0,0.8,7480,2667,77.9,206.4,47.9,1,0
0.05,3.0,0,1.9,5863,2708,57.0,254.0,79.6,1,0
0.42,3.8,1,1.5,4375,2044,96.3,241.6,41.9,0,0
0.43,5.4,0,1.8,7410,2108,60.9,150.7,51.8,0,0
0.59,6.9,1,2.2,5421,2319,53.2,265.5,73.0,1,0
0.03,3.5,0,1.9,4886,2309,50.6,250.5,42.2,2,0
0.22,3.8,1,1.2,7595,2711,85.5,156.5,77.0,2,0
0.11,6.1,1,1.5,1580,2716,54.1,216.7,69.0,1,0
0.12,5.7,1,1.0,1902,2133,53.7,185.6,60.6,0,0
0.23,3.9,1,1.7,1445,2711,66.2,182.4,70.5,0,0
0.23,3.5,0,1.8,3209,2007,60.2,154.8,68.4,1,0
0.08,6.4,1,1.3,7228,2151,53.2,194.3,47.8,2,0
0.57,6.6,0,0.7,5274,2300,91.7,182.5,63.7,1,0
0.17,5.9,0,1.0,4557,2393,53.3,289.1,87.3,2,0
0.54,4.7,0,0.6,4855,2551,86.1,155.0,66.6,1,0
0.49,5.8,0,1.4,2970,1885,73.5,151.9,76.6,0,0
0.08,4.2,0,0.5,6480,2112,49.7,218.9,68.5,2,0
0.01,4.8,0,2.2,4320,1989,87.4,205.6,63.2,2,0
0.0,5.5,1,2.3,3727,2343,42.0,213.9,53.5,2,0
0.33,6.2,0,1.7,3750,2553,95.9,227.2,85.5,1,0
0.53,3.4,1,1.4,1334,2174,62.0,247.2,75.2,2,0
0.43,3.8,1,1.0,1930,2464,68.7,290.9,69.0,2,0
0.13,6.0,0,1.1,3190,2315,80.8,191.6,43.2,1,0
0.27,5.0,0,1.4,5357,2494,89.5,284.9,62.6,1,0
0.48,6.8,0,0.9,4750,1889,44.8,284.7,54.4,0,0
0.07,4.1,0,1.5,2673,2333,97.1,153.4,60.8,2,0
0.32,3.5,1,1.3,7043,2460,41.3,178.4,41.1,0,0
0.5,5.1,1,1.3,3808,2471,78.8,198.9,69.7,2,0
0.32,5.2,1,1.1,2080,2719,87.4,175.8,53.0,1,0
0.22,4.2,0,0.8,3329,2266,97.4,242.8,48.0,2,0
0.17,6.9,0,0.8,1957,1842,99.6,236.2,62.0,1,0
0.11,5.2,0,1.8,3816,1951,62.4,231.0,48.1,1,0
0.07,3.1,1,2.0,4752,2750,59.2,150.6,76.9,2,0
0.2,5.8,1,2.3,7178,2387,80.0,269.9,76.4,1,0
0.2,3.4,1,2.3,2142,2494,73.1,196.2,60.1,0,0
0.27,3.4,0,1.7,2598,2397,71.6,267.2,78.4,0,0
0.01,5.2,1,1.9,1715,2799,70.7,179.2,55.9,2,0
0.31,3.2,1,1.3,6865,2674,65.7,207.9,40.6,1,0
0.21,6.9,0,0.9,4639,2559,99.6,270.6,54.4,2,0
0.58,4.7,1,0.8,5810,2412,45.2,181.2,63.7,2,0
0.59,3.3,1,0.7,4354,2454,94.9,212.2,67.8,2,0
0.34,6.7,0,0.9,4127,2096,73.2,156.3,81.3,2,0
0.18,5.2,1,0.9,7481,1802,49.2,195.0,72.0,2,0
0.28,5.6,1,1.3,5029,2728,81.3,186.7,46.0,1,0
0.3,6.9,1,1.7,5633,2246,92.1,244.2,63.8,2,0
0.49,4.5,0,2.2,2334,2395,43.5,198.0,83.9,0,0
0.21,3.2,1,1.3,3916,1849,57.4,229.4,86.8,2,0
0.12,5.5,0,1.7,2369,2356,59.4,197.4,82.2,1,0
0.16,5.8,1,0.7,5751,2160,89.4,151.9,65.9,1,0
0.47,4.6,0,0.7,2266,2315,53.3,178.3,84.9,2,0
0.41,6.8,0,1.3,1625,1919,89.1,288.5,64.0,1,0
0.41,3.6,1,2.3,5895,2335,85.8,201.3,75.5,0,0
0.45,3.5,0,2.2,2166,2504,53.6,168.8,46.5,0,0
0.25,6.1,0,0.7,7346,2295,85.4,156.4,45.4,2,0
0.31,3.2,0,2.3,1354,1867,58.1,151.5,44.8,0,0
0.55,3.8,0,0.9,3879,1829,45.4,276.9,87.1,2,0
0.21,3.6,0,1.5,1559,1901,89.2,264.5,66.4,2,0
0.11,4.1,0,2.4,1808,2746,52.8,225.6,75.4,1,0
0.42,3.7,0,0.9,3906,2188,65.4,227.1,60.4,1,0
0.07,3.4,0,1.5,3959,2521,57.3,258.3,44.1,1,0
0.07,4.1,1,1.9,7890,2254,53.6,211.1,89.2,1,0
0.11,3.3,1,2.4,4010,1983,40.8,251.1,73.6,1,0
0.26,5.6,0,0.7,4234,2210,81.7,296.6,77.1,0,0
0.04,6.9,1,0.9,7914,2213,47.4,275.7,76.3,1,0
0.46,6.1,1,2.0,7561,2459,96.6,203.4,73.3,1,0
0.59,5.0,0,2.0,1885,1925,55.0,224.6,71.4,0,0
0.02,6.0,0,1.5,1219,2795,50.7,240.7,56.3,1,0
0.37,3.4,0,1.8,5259,2585,69.5,219.9,54.7,1,0
0.29,4.0,1,2.1,5428,2359,41.1,264.6,89.5,0,0
0.23,4.3,1,1.4,1294,1833,50.6,248.9,79.0,2,0
0.1,4.7,1,1.9,4993,2582,46.6,251.3,73.0,2,0
0.32,4.9,0,1.5,4206,2069,69.7,295.6,70.8,1,0
0.46,4.1,0,0.6,1369,1931,90.2,202.3,77.1,0,0
0.46,5.5,1,0.7,3827,2165,64.7,158.5,52.2,0,0
0.39,5.4,0,2.2,1937,2145,50.2,230.8,41.9,2,0
0.52,5.3,1,1.0,6701,2280,75.3,297.9,58.9,1,0
0.19,3.4,1,0.7,6530,2010,60.2,225.4,78.2,1,0
0.1,4.2,1,0.9,6205,2667,98.4,161.3,82.5,0,0
0.17,3.2,1,2.1,6116,2560,97.5,257.7,68.9,2,0
0.2,3.3,1,1.4,3845,2614,44.6,273.6,65.2,1,0
0.26,5.2,0,1.3,3058,2439,70.9,250.7,67.4,0,0
0.38,5.1,0,1.7,2744,2476,97.7,261.3,63.4,2,0
0.32,5.5,1,2.4,6952,2441,43.6,180.1,63.1,0,0
0.09,5.7,1,2.2,4360,2126,91.6,286.7,71.7,1,0
0.16,4.1,0,1.0,5925,2041,64.4,167.0,49.6,0,0
0.48,4.2,1,1.6,4572,2232,78.8,155.6,48.0,0,0
0.02,6.2,1,1.8,2441,2459,91.2,294.6,64.3,0,0
0.03,6.6,1,1.7,1520,2722,97.3,284.5,73.6,0,0
0.24,6.4,0,1.0,5677,2552,70.0,168.1,73.2,2,0
0.57,6.7,1,1.5,1739,2043,76.0,266.0,55.7,2,0
0.44,6.2,0,2.4,2785,1947,46.4,182.1,53.7,1,0
0.15,5.4,1,1.6,6731,2771,46.8,231.9,63.7,0,0
0.58,6.5,0,1.2,6862,2176,89.3,153.2,88.3,2,0
0.02,6.0,0,1.9,7461,2487,54.4,232.9,55.5,2,0
0.22,6.2,0,1.6,2936,2678,66.5,151.2,88.0,1,0
0.18,6.7,0,1.1,2312,2737,66.3,197.6,80.6,2,0
0.24,3.1,0,2.1,5027,2282,84.2,289.0,56.6,1,0
0.53,6.3,0,1.9,5147,1867,61.1,240.3,80.7,2,0
0.2,5.8,0,1.8,2505,2445,66.6,246.2,40.2,0,0
0.38,4.3,0,0.7,3044,2328,82.8,265.1,72.5,0,0
0.51,5.7,1,1.4,7022,1936,55.6,253.1,81.3,1,0
0.12,4.7,0,1.3,4091,2767,90.1,235.6,41.0,0,0
0.55,5.6,0,2.3,4788,2003,55.7,277.8,42.5,2,0
0.26,4.0,0,2.4,2393,2769,74.0,152.1,66.3,1,0
0.5,5.0,0,1.9,2560,2768,91.7,267.3,54.4,1,0
0.23,4.7,0,1.7,7750,2089,83.6,178.4,49.0,0,0
0.02,6.9,0,1.7,3034,2178,75.0,247.1,44.3,1,0
0.08,4.3,1,1.9,6843,2192,82.5,260.4,52.8,0,0
0.33,3.2,0,1.4,3902,2420,96.4,295.1,69.9,2,0
0.49,3.0,1,1.1,4233,2487,62.3,295.2,68.0,2,0
0.11,3.7,1,2.4,4834,1935,45.4,256.5,61.6,1,0
0.07,3.2,0,1.5,7838,2087,84.9,288.9,54.1,1,0
0.37,6.0,1,1.5,4569,2714,49.9,260.5,64.6,0,0
0.33,6.7,1,0.6,2217,1855,53.8,155.4,53.0,2,0
0.28,3.5,1,0.6,3920,2526,73.7,218.7,45.6,2,0
0.52,3.5,0,0.9,3327,1984,90.1,262.5,81.1,2,0
0.53,5.3,0,1.6,5675,1984,65.0,161.5,78.4,2,0
0.06,4.3,1,1.9,6575,1924,63.7,238.6,87.6,1,0
0.09,3.3,1,1.4,3206,2408,79.5,199.4,42.2,2,0
0.57,4.3,0,0.9,1398,2620,78.6,198.5,42.8,0,0
0.33,5.4,0,1.3,2458,2045,97.9,279.8,44.5,0,0
0.1,6.1,1,1.8,6358,1957,47.2,223.6,61.6,1,0
0.54,5.4,1,1.8,7816,2176,70.8,223.4,84.3,1,0
0.16,5.4,0,2.0,7643,2177,76.8,215.1,61.3,0,0
0.31,6.9,0,1.8,6846,1958,95.8,229.1,72.4,0,0
0.17,4.7,1,1.1,2046,2500,94.2,276.2,66.2,1,0
0.34,5.2,0,1.5,5183,2235,64.8,219.7,76.0,1,0
0.21,5.3,0,0.7,6419,2273,50.8,177.3,59.6,0,0
0.25,5.8,1,1.7,4727,2575,80.2,243.6,53.3,0,0
0.13,3.3,1,2.2,1871,2244,72.1,150.9,45.8,0,0
0.39,4.8,1,2.2,7096,2416,83.6,195.4,80.7,2,0
0.22,5.7,1,2.1,1717,1928,48.1,178.6,80.8,2,0
0.58,6.4,0,1.5,2189,2465,54.5,276.3,82.9,2,0
0.11,4.2,1,0.8,4456,1822,47.0,285.4,76.9,1,0
0.58,4.9,1,1.7,2649,2101,74.2,275.1,42.5,0,0
0.06,6.4,1,2.5,7951,2307,84.2,239.4,67.7,1,0
0.02,4.6,1,1.0,1497,2340,41.1,236.5,67.7,1,0
0.54,4.7,1,0.7,6101,2761,78.8,217.2,61.8,0,0
0.17,3.8,1,1.4,5158,2024,75.3,252.7,86.1,2,0
0.39,3.5,1,1.9,4197,2782,65.0,291.2,72.6,1,0
0.48,6.2,0,1.7,3313,2507,85.0,250.1,46.5,0,0
0.09,5.0,1,2.4,5044,2110,54.1,233.5,90.0,1,0
0.53,4.4,0,0.8,5124,1832,88.4,200.7,45.7,0,0
0.07,3.9,1,2.5,7429,2163,86.2,265.5,67.9,0,0
0.51,6.5,0,1.9,4586,2618,67.4,276.2,45.5,0,0
0.47,5.4,0,2.1,1343,2319,46.3,244.5,83.5,1,0
0.09,4.2,1,2.0,5082,2550,92.2,173.1,58.2,0,0
0.07,3.8,1,2.0,1053,2051,90.1,221.0,54.3,0,0
0.05,4.5,1,1.2,6447,2051,49.1,263.0,61.1,0,0
0.08,4.7,1,2.3,7982,2328,87.7,204.3,41.5,0,0
0.46,5.9,0,0.7,3578,2211,98.9,174.6,43.1,0,0
0.4,5.6,0,2.5,6843,2618,79.6,228.0,54.8,1,0
0.53,5.8,1,1.9,3569,2731,60.6,274.1,85.0,2,0
0.55,5.8,1,1.8,5459,2439,87.3,247.8,74.9,2,0
0.24,3.8,1,0.7,5402,2142,63.4,257.8,84.0,2,0
0.6,4.1,0,1.5,3557,2333,60.4,245.4,41.2,2,0
0.36,4.0,1,2.0,5139,1913,83.9,276.2,53.0,2,0
0.21,3.2,0,1.4,5689,2554,40.3,200.8,51.8,2,0
0.59,5.3,0,1.2,3330,2482,87.1,257.2,73.6,2,0
0.23,6.0,0,1.2,5770,1997,89.4,204.2,44.9,2,0
0.26,4.6,0,0.6,2065,2287,52.9,161.7,73.8,1,0
0.35,5.1,1,2.2,5786,2310,78.2,299.5,74.5,1,0
0.44,4.7,0,0.8,2041,2296,82.7,169.4,75.2,2,0
0.07,3.9,1,0.6,2284,2766,73.5,288.3,45.9,1,0
0.07,4.5,1,0.6,2255,1920,62.3,298.7,55.2,1,0
0.02,3.6,1,0.6,3499,2710,57.0,177.5,77.0,0,0
0.07,4.4,0,1.3,5694,2117,73.9,285.0,79.1,1,0
0.5,6.3,0,2.0,5135,2451,67.7,217.5,62.5,2,0
0.2,6.2,1,1.3,4239,2147,72.5,293.7,84.5,2,0
0.17,3.4,0,1.9,5685,2445,87.8,256.1,68.1,0,0
0.39,3.3,0,2.4,5274,1993,85.0,225.4,40.9,2,0
0.56,3.7,0,1.0,2685,2051,89.8,275.8,69.0,0,0
0.48,5.4,1,1.7,5026,2682,96.0,201.0,49.0,0,0
0.52,4.3,1,0.7,1813,2354,50.1,171.6,52.8,0,0
0.09,6.8,0,0.6,3664,1985,41.6,158.8,59.5,1,0
0.09,6.6,1,1.3,7780,2721,47.3,180.4,77.6,2,0
0.14,5.0,1,2.4,3206,1862,59.1,233.0,43.3,0,0
