steps_count,activity_type,water_liters,calories,protein,carbs,fat,habit_completion_ratio,mood,sleep_quality
4595,2,1.6,1857,115.2,179.3,45.0,0.46,2,1
7212,3,1.8,2571,51.3,323.6,99.2,0.56,3,1
7542,2,1.7,2462,116.2,159.4,70.5,0.57,2,1
5706,0,2.5,2501,121.8,190.6,109.5,0.49,2,1
7524,1,2.4,2030,125.4,342.9,63.5,0.67,3,1
4726,0,2.5,1876,81.5,235.7,84.5,0.46,2,1
4532,1,1.7,2061,44.4,335.7,87.8,0.4,3,1
7168,3,2.4,2430,126.9,260.0,45.8,0.65,3,1
6898,1,1.8,2025,85.8,257.4,47.4,0.69,2,1
4906,2,2.4,2479,64.0,300.5,82.4,0.5,3,1
6299,3,2.3,2464,66.4,278.5,113.5,0.4,3,1
4998,0,2.5,2498,82.4,258.0,62.6,0.67,3,1
7732,3,2.0,2588,44.8,329.7,55.4,0.51,3,1
6104,0,1.6,1898,63.2,275.9,57.1,0.45,2,1
6807,0,1.9,1906,122.2,180.8,76.7,0.46,3,1
5358,0,1.5,1875,103.2,195.5,60.7,0.42,3,1
5589,3,2.0,2214,114.1,257.0,91.3,0.53,2,1
6532,2,1.6,2563,142.1,171.2,103.0,0.58,2,1
5234,3,2.1,2088,83.5,282.1,77.9,0.63,3,1
6185,1,1.7,2564,72.8,327.4,117.2,0.52,3,1
7551,1,2.2,2182,53.6,151.0,87.7,0.69,2,1
6200,1,2.0,1887,85.4,279.2,81.0,0.49,3,1
4659,0,1.7,2431,59.9,309.9,108.2,0.65,2,1
7487,2,2.3,2362,113.9,200.1,55.8,0.54,2,1
6378,0,2.0,2138,71.4,164.0,55.5,0.51,2,1
5990,2,2.0,2431,128.8,341.7,53.5,0.6,2,1
5282,2,1.7,2026,132.4,176.9,98.6,0.61,3,1
7595,3,2.0,2256,100.7,185.2,88.5,0.51,3,1
7447,2,1.8,1943,120.7,275.3,98.2,0.67,2,1
7654,1,1.5,2319,139.7,260.3,83.5,0.59,3,1
6210,1,2.0,2593,138.1,267.9,108.6,0.44,3,1
4548,0,2.0,2322,112.9,319.6,104.5,0.43,3,1
6515,1,2.2,2575,59.7,339.7,92.8,0.55,3,1
7963,0,1.6,2549,64.1,247.5,45.0,0.55,3,1
5513,3,1.7,2484,91.7,240.9,43.7,0.46,3,1
6656,2,1.8,2520,103.6,264.0,70.1,0.69,3,1
5550,2,1.9,2469,81.4,331.4,81.3,0.67,2,1
5445,0,2.3,2153,95.2,177.8,53.2,0.55,3,1
4315,1,2.0,2087,79.8,293.5,49.5,0.46,2,1
4943,3,1.9,2138,92.7,268.2,91.8,0.62,3,1
5683,1,1.5,1844,109.2,157.8,85.8,0.44,2,1
4229,0,1.7,1984,136.6,295.6,105.7,0.55,3,1
7879,3,1.6,2259,58.8,316.1,88.1,0.58,3,1
7254,1,2.1,2585,119.7,218.5,76.3,0.45,3,1
6419,0,1.6,2187,62.3,321.9,80.3,0.52,2,1
5719,0,2.3,2420,136.6,256.3,100.2,0.43,3,1
4381,3,2.0,1933,97.4,224.1,43.5,0.67,2,1
6170,2,1.9,2293,104.8,298.3,100.9,0.64,3,1
6853,1,2.1,2235,140.1,166.8,87.9,0.44,3,1
6227,0,1.9,1993,97.2,225.0,56.4,0.4,2,1
7294,2,1.8,2170,68.7,257.2,85.2,0.43,3,1
6506,3,1.8,2496,100.7,261.5,54.3,0.52,2,1
6290,3,2.1,2059,120.9,321.0,92.7,0.7,3,1
7063,1,1.7,2516,95.9,307.2,104.1,0.68,2,1
6515,0,2.2,2523,128.5,314.7,77.7,0.42,3,1
6458,0,1.9,1865,107.0,294.9,114.5,0.48,3,1
5641,1,2.1,2333,110.4,237.8,56.1,0.49,2,1
6690,1,2.4,2330,107.7,284.8,68.8,0.49,2,1
6682,3,1.5,1961,78.8,229.0,86.9,0.43,3,1
6120,2,1.5,2520,119.9,261.8,86.6,0.42,2,1
5423,3,2.5,2083,142.3,265.0,60.9,0.47,2,1
5667,2,2.0,2372,144.2,310.6,116.5,0.42,3,1
7588,3,2.0,2388,101.9,304.0,100.6,0.48,3,1
7937,3,2.3,2497,52.8,163.5,90.7,0.54,2,1
4902,2,2.2,2035,96.8,151.9,106.6,0.64,3,1
5016,0,1.8,2208,101.0,185.7,65.1,0.6,3,1
4895,3,2.4,2075,121.1,197.0,59.4,0.45,2,1
5087,1,1.7,2007,125.7,174.0,46.3,0.65,3,1
7914,3,2.2,2428,80.8,213.1,111.8,0.4,2,1
7608,3,2.4,2081,64.4,265.3,44.3,0.55,3,1
7273,3,1.9,2353,134.6,305.2,76.6,0.41,3,1
4493,0,2.2,2271,114.2,225.9,48.1,0.49,2,1
5481,1,2.1,2065,69.6,341.7,67.4,0.46,3,1
4753,2,2.0,2015,134.0,205.9,54.4,0.53,3,1
4537,2,2.5,2502,128.4,261.1,108.5,0.47,2,1
4803,1,1.6,2556,86.4,176.9,111.5,0.44,2,1
6583,2,2.0,2537,67.6,321.7,43.8,0.49,3,1
4405,3,2.2,1861,132.3,169.3,99.6,0.46,3,1
5064,2,1.9,2373,42.2,174.2,109.4,0.57,3,1
7944,2,2.1,2390,79.1,284.6,79.0,0.57,2,1
7016,3,1.9,1880,109.5,179.0,53.4,0.51,3,1
7308,0,2.4,2231,48.7,218.7,65.1,0.59,3,1
6674,2,1.8,2073,137.6,306.2,115.1,0.58,3,1
7063,0,2.1,2261,53.8,196.9,60.1,0.52,2,1
7046,0,2.2,1881,50.5,337.4,77.9,0.46,3,1
4220,0,1.5,2206,68.9,181.1,92.4,0.56,2,1
7626,3,1.9,2034,108.9,176.3,107.1,0.47,3,1
4117,3,1.5,2165,91.4,324.2,114.8,0.66,3,1
6246,3,1.9,2514,97.6,277.9,64.8,0.56,3,1
5422,2,2.0,2032,80.2,202.0,64.3,0.64,3,1
4000,2,2.0,2576,91.6,151.7,113.8,0.65,3,1
7878,2,2.3,2106,105.7,309.4,83.9,0.4,3,1
4772,1,1.9,2374,118.6,279.2,106.3,0.53,2,1
4903,2,1.8,2232,111.3,256.4,61.5,0.59,3,1
4770,3,2.4,1986,108.0,204.4,89.8,0.44,2,1
4769,1,1.8,1955,147.0,206.4,50.0,0.41,2,1
5795,3,2.2,2038,63.9,234.0,102.9,0.43,2,1
6041,2,2.5,2274,48.8,300.1,51.7,0.61,2,1
5091,1,2.3,1873,138.5,200.0,70.5,0.56,2,1
4051,3,1.6,2586,67.2,348.9,55.9,0.61,3,1
7011,3,2.3,2333,82.8,342.2,114.9,0.6,2,1
4649,2,2.1,1843,92.9,209.8,68.8,0.62,2,1
4213,3,2.4,2023,75.7,183.5,62.1,0.69,2,1
4490,3,1.9,2048,115.7,181.0,101.7,0.4,2,1
5018,0,1.7,1893,46.6,278.9,96.1,0.61,3,1
7241,3,1.6,2299,120.7,154.3,70.2,0.47,3,1
6967,2,1.6,1840,99.7,248.0,85.3,0.55,3,1
6226,0,1.8,2549,98.4,239.9,105.6,0.54,2,1
6218,1,1.9,1800,137.1,273.9,69.1,0.63,3,1
6540,1,1.7,2538,97.6,249.5,84.1,0.42,3,1
6511,0,1.8,2219,97.6,163.3,106.8,0.59,2,1
4531,1,1.7,1832,50.9,264.2,106.9,0.46,3,1
6694,0,2.0,2438,80.3,271.2,45.7,0.61,3,1
7810,3,2.4,2471,128.1,162.1,84.6,0.55,2,1
7843,2,2.4,2177,98.2,296.9,106.8,0.64,2,1
4319,3,2.4,2331,60.8,255.2,59.9,0.43,2,1
6561,0,2.4,2371,124.3,265.3,94.0,0.62,3,1
6877,3,2.2,1906,95.5,281.5,82.7,0.45,2,1
6457,2,1.9,2160,85.4,276.6,106.1,0.67,3,1
5324,2,2.1,2376,79.6,240.5,116.8,0.56,3,1
4000,2,2.2,2091,40.7,346.9,57.2,0.58,2,1
5289,0,1.5,2506,44.2,221.1,51.1,0.65,2,1
5503,0,2.4,2055,102.8,263.8,57.4,0.47,3,1
4316,2,2.2,2294,44.1,311.7,70.5,0.45,2,1
7195,3,1.6,2589,142.3,174.1,101.6,0.5,3,1
7062,0,2.2,2416,73.5,158.2,83.2,0.68,3,1
4612,3,1.8,2514,146.8,300.6,86.0,0.47,2,1
4368,1,1.7,2096,77.0,245.2,99.6,0.64,2,1
6245,1,1.9,1887,123.8,246.2,55.8,0.52,3,1
5619,1,2.2,2000,47.9,305.4,65.9,0.57,2,1
7785,2,2.1,1915,78.3,214.1,87.5,0.6,3,1
4099,1,2.3,1973,88.5,334.8,58.7,0.7,3,1
6807,0,1.9,2575,121.4,198.6,89.7,0.62,2,1
4604,2,2.4,2094,89.5,154.5,56.7,0.4,2,1
6203,3,1.7,2359,108.5,348.5,95.6,0.56,3,1
6737,2,1.5,2396,58.7,206.8,103.1,0.67,2,1
6531,0,1.8,2276,82.8,204.3,108.2,0.6,2,1
6703,1,1.9,1910,147.8,251.7,96.8,0.41,3,1
7702,1,1.8,2411,95.1,241.6,114.1,0.56,2,1
4088,3,1.5,2342,121.9,153.7,94.7,0.49,3,1
5455,0,2.1,2041,108.8,325.7,111.2,0.7,3,1
7337,1,2.5,2368,77.6,228.6,51.0,0.68,2,1
6989,3,1.9,2494,66.4,180.5,117.6,0.58,2,1
7726,1,2.1,2259,103.9,286.8,56.2,0.56,2,1
4565,3,1.8,2522,149.5,345.2,51.6,0.67,2,1
7821,1,2.1,1961,74.9,325.9,98.2,0.5,2,1
7135,3,1.8,2223,122.0,314.3,90.9,0.69,3,1
7024,1,1.8,2597,42.9,347.2,89.4,0.46,2,1
6480,0,2.1,2036,79.5,287.6,78.1,0.58,2,1
6057,1,2.3,2280,133.7,248.3,51.0,0.61,3,1
4791,2,1.7,2218,144.5,194.5,93.7,0.63,2,1
4830,3,2.3,1867,115.7,323.4,111.0,0.45,3,1
5751,2,1.9,1842,83.4,337.8,85.8,0.58,3,1
6196,3,2.0,2521,90.3,325.6,110.2,0.64,2,1
5006,3,2.0,2205,96.8,276.1,43.9,0.7,2,1
5192,3,1.9,2111,58.3,208.9,113.5,0.63,3,1
6826,0,2.0,1945,119.5,172.6,102.3,0.54,3,1
7841,2,2.4,2359,89.6,185.8,87.2,0.44,3,1
6918,1,2.4,2265,119.0,174.7,49.1,0.43,3,1
5840,1,2.1,1887,81.7,226.1,101.5,0.56,3,1
7736,1,1.8,2475,59.7,292.4,73.6,0.66,2,1
5267,0,2.2,2256,138.8,342.1,40.3,0.49,2,1
7135,0,1.8,2269,106.9,248.7,57.3,0.55,3,1
6701,1,2.0,2219,137.0,205.6,90.3,0.53,2,1
7359,2,2.3,1850,44.0,320.8,93.4,0.46,2,1
7432,0,2.1,2139,85.9,185.6,93.8,0.68,2,1
6503,3,2.2,2516,122.4,222.0,42.9,0.58,2,1
7147,3,1.8,2177,132.8,163.0,77.7,0.67,2,1
4499,1,2.2,2081,116.5,272.4,48.7,0.5,3,1
6988,2,2.5,2341,87.0,319.6,60.8,0.7,3,1
6355,3,2.5,2162,94.2,186.0,88.8,0.68,3,1
6902,3,1.8,1998,108.8,173.6,107.8,0.4,2,1
7275,2,2.1,2224,101.6,277.5,40.9,0.52,3,1
4824,2,2.2,2060,95.7,214.8,40.5,0.64,3,1
6809,1,1.8,2205,61.3,316.8,113.8,0.62,2,1
5962,1,2.4,1836,109.0,328.4,83.0,0.59,3,1
5372,2,2.0,2223,102.1,285.6,84.4,0.68,2,1
4076,0,1.7,2501,146.7,206.1,42.5,0.5,3,1
5536,1,2.1,1969,105.5,322.9,100.1,0.57,3,1
6888,0,2.4,2526,94.7,197.5,76.2,0.41,3,1
7894,2,1.8,2337,126.3,305.6,113.1,0.49,2,1
5817,1,2.0,2294,77.4,246.7,109.9,0.67,2,1
5271,1,2.3,1946,62.6,157.3,71.0,0.63,2,1
7542,0,2.0,1804,76.7,327.8,48.2,0.49,2,1
7138,1,2.2,2119,75.3,188.5,62.1,0.41,3,1
5307,1,2.3,2487,70.1,153.1,89.8,0.44,2,1
6105,2,1.6,2355,55.6,290.9,62.7,0.51,3,1
5002,3,1.7,2118,45.6,155.8,112.3,0.58,3,1
4206,1,1.6,1855,117.5,328.3,90.4,0.43,3,1
6826,1,2.2,2431,118.4,284.2,82.7,0.51,3,1
7988,0,2.4,2582,129.4,333.9,77.5,0.54,2,1
5866,3,1.8,2459,65.5,194.8,108.9,0.61,3,1
6526,2,1.8,2172,89.9,156.1,78.0,0.52,3,1
5439,1,2.0,1974,95.9,231.1,97.1,0.48,3,1
4438,3,1.8,2465,84.1,232.7,89.7,0.42,3,1
6244,1,1.7,2293,129.5,268.2,102.7,0.52,3,1
5783,1,2.1,2150,112.9,165.6,114.5,0.56,2,1
6351,2,2.3,1917,101.1,314.4,54.1,0.58,3,1
7915,2,1.9,2412,94.4,282.0,47.2,0.43,3,1
7346,1,1.6,2394,112.7,240.6,63.3,0.67,2,1
6521,2,2.1,2000,102.7,332.6,64.4,0.46,3,1
7863,0,2.4,2535,104.1,272.3,80.8,0.69,3,1
7471,0,1.6,2101,117.4,314.2,68.7,0.42,2,1
7527,2,1.8,1831,118.3,231.2,74.8,0.47,3,1
4865,2,2.2,2286,132.4,180.9,119.8,0.44,3,1
6744,1,1.6,1811,119.3,247.3,74.9,0.42,2,1
4556,3,1.6,2457,108.6,240.9,73.9,0.64,3,1
7359,0,2.0,2163,103.6,319.4,58.9,0.47,3,1
6055,0,1.8,2359,102.5,291.0,49.1,0.57,2,1
5972,3,2.5,1881,96.9,254.7,88.8,0.44,3,1
5004,2,2.0,2559,107.4,330.7,82.8,0.6,2,1
4044,3,2.0,2324,78.8,345.6,63.6,0.67,3,1
4686,0,1.5,2411,109.2,265.6,85.8,0.62,3,1
6688,3,2.5,2555,49.1,251.1,108.1,0.59,3,1
5138,0,1.8,2430,121.6,270.8,112.8,0.48,3,1
7026,2,1.7,2257,126.1,197.2,54.5,0.51,2,1
6160,1,2.4,2151,132.1,300.6,73.0,0.7,2,1
5569,1,1.7,2250,103.6,318.4,44.3,0.62,2,1
5082,3,2.3,1918,92.4,245.3,115.9,0.42,3,1
7778,3,2.0,2188,68.9,256.1,74.8,0.61,3,1
5182,0,2.4,2259,50.7,256.3,68.3,0.51,3,1
7458,2,1.9,2467,69.4,169.7,92.3,0.66,3,1
5602,2,2.0,2491,114.5,348.6,65.1,0.62,2,1
4043,0,2.2,1869,115.4,220.3,98.0,0.4,2,1
5031,1,1.7,1824,144.6,277.6,96.6,0.59,2,1
4491,0,1.6,2419,116.5,200.7,77.4,0.44,2,1
7834,3,1.6,2264,116.1,283.5,101.6,0.68,3,1
5054,3,1.7,1875,82.7,349.2,60.7,0.48,2,1
7329,3,1.8,2251,59.6,248.4,51.5,0.42,2,1
7148,2,1.9,2428,51.4,164.6,85.7,0.59,3,1
5026,0,2.3,1819,142.6,282.9,61.3,0.67,2,1
6867,3,1.8,2200,88.0,318.8,102.5,0.57,3,1
7216,0,1.6,2031,102.4,337.0,68.7,0.4,3,1
6792,2,1.8,1856,98.8,342.2,46.4,0.59,2,1
5882,0,2.3,2096,146.4,282.1,63.9,0.59,2,1
5597,0,2.4,2445,137.4,237.6,55.2,0.61,3,1
4146,3,1.7,2537,82.8,308.5,91.5,0.7,2,1
6046,0,2.0,2260,77.3,217.5,97.7,0.69,2,1
5660,1,1.6,2469,121.5,196.6,45.8,0.6,3,1
7012,1,1.6,2469,117.1,176.1,53.8,0.41,2,1
4204,0,2.4,1899,130.0,171.3,79.8,0.54,2,1
7273,2,2.1,1864,129.3,346.4,94.3,0.64,3,1
5328,2,1.6,2500,132.0,308.6,101.1,0.57,2,1
6429,3,1.7,1864,58.5,224.0,53.2,0.44,2,1
4997,1,2.4,1841,41.7,247.4,40.5,0.44,3,1
4734,3,2.4,2523,116.3,308.4,78.1,0.6,3,1
4519,3,1.7,2455,66.3,184.9,95.3,0.48,3,1
6442,2,1.7,2311,78.3,150.9,58.9,0.58,2,1
4481,3,2.5,1897,124.7,281.9,62.1,0.59,2,1
4793,3,1.6,1952,59.4,284.0,43.4,0.61,3,1
6641,3,1.9,2014,44.8,298.1,114.0,0.53,3,1
4720,0,1.7,1829,138.5,294.3,87.4,0.55,2,1
5335,1,1.9,2565,125.7,215.2,47.8,0.6,3,1
7021,0,1.9,2004,91.8,246.9,111.2,0.51,2,1
4593,2,1.7,2424,55.0,294.0,90.6,0.54,3,1
7995,2,1.8,2143,55.0,320.3,76.7,0.44,2,1
4701,1,2.3,2025,103.6,260.6,58.4,0.67,2,1
5686,3,2.4,2300,132.1,205.8,98.4,0.66,2,1
7015,1,2.4,2053,140.5,329.7,73.4,0.5,2,1
4181,3,1.5,2281,98.4,245.9,103.8,0.62,2,1
7364,3,1.6,2307,144.5,176.5,63.7,0.47,2,1
6652,1,2.5,1816,117.4,321.6,99.8,0.54,3,1
4099,1,2.5,2274,126.9,224.1,77.1,0.63,3,1
6594,0,1.5,2442,72.6,300.6,95.8,0.42,3,1
6508,2,2.0,2012,120.9,161.0,115.6,0.64,2,1
6763,3,1.9,1852,108.1,223.1,54.0,0.43,3,1
6288,1,2.2,2374,147.9,197.7,49.1,0.61,2,1
5959,1,2.2,2570,75.3,329.6,80.3,0.57,2,1
5732,3,1.8,1864,95.2,315.9,77.6,0.51,3,1
6178,2,2.2,2345,128.0,339.1,104.7,0.67,3,1
7853,0,2.4,1992,48.8,329.6,63.1,0.67,3,1
7918,3,1.6,1968,56.6,190.9,116.2,0.48,2,1
4092,3,1.8,2498,78.1,238.8,91.6,0.56,2,1
5194,2,1.7,1822,85.3,218.6,91.7,0.66,2,1
5336,3,2.0,2481,73.4,176.4,103.1,0.61,3,1
4703,0,2.3,2032,56.3,206.9,116.5,0.55,3,1
6533,1,2.4,2528,132.3,288.6,93.3,0.56,2,1
4628,1,1.7,1919,88.5,223.9,56.4,0.41,3,1
6896,2,1.5,2124,89.3,345.1,82.7,0.69,2,1
4497,3,2.4,2214,142.1,181.2,117.6,0.68,2,1
6237,3,2.5,2139,138.6,343.9,100.3,0.59,3,1
6349,2,2.2,2378,115.8,296.3,112.0,0.62,3,1
4571,1,2.2,1919,89.1,168.5,44.4,0.49,3,1
6626,1,1.7,2339,42.5,257.7,75.6,0.47,3,1
6750,2,2.5,2324,106.3,252.3,44.5,0.52,3,1
6731,2,1.9,1951,82.5,152.4,67.6,0.61,3,1
5261,3,2.5,2374,128.4,207.7,104.5,0.43,3,1
7974,0,2.4,2546,55.8,210.6,119.1,0.67,2,1
6151,0,2.5,1867,40.7,277.8,61.9,0.68,3,1
4716,1,2.1,2527,60.5,226.4,84.3,0.57,2,1
4172,3,2.3,2109,101.5,242.7,42.1,0.65,3,1
4010,0,1.7,2107,111.9,328.5,73.4,0.69,3,1
6014,2,2.4,2460,94.2,344.1,87.9,0.47,2,1
5481,3,2.1,2379,147.2,313.7,69.9,0.53,3,1
7002,1,2.1,2065,75.2,325.7,50.8,0.45,2,1
4668,0,1.6,2169,71.9,255.9,114.9,0.53,3,1
6104,1,1.7,2443,99.8,324.5,106.1,0.45,2,1
6805,0,2.3,2077,98.8,220.3,51.5,0.61,3,1
4560,2,2.0,2181,141.3,182.6,57.4,0.63,3,1
6061,3,1.7,1992,90.7,165.3,105.5,0.64,2,1
7782,1,1.5,2156,129.9,327.9,87.8,0.49,3,1
7127,0,2.5,1976,64.5,321.4,51.4,0.61,2,1
4928,3,1.8,2014,116.0,306.8,46.2,0.44,2,1
7173,0,2.0,2241,127.2,252.7,44.7,0.41,2,1
4487,0,2.4,1844,126.1,334.0,56.4,0.42,2,1
7691,1,1.7,2486,133.0,338.4,115.9,0.51,2,1
5424,0,1.9,2312,50.9,265.6,41.1,0.63,2,1
4888,0,2.2,2088,141.7,334.1,108.1,0.45,2,1
5944,1,1.9,2403,131.8,346.3,73.9,0.46,2,1
6106,0,1.7,1915,91.2,253.9,79.7,0.63,3,1
5479,2,2.2,2370,94.3,227.0,76.6,0.62,2,1
7015,2,1.8,2254,148.3,235.6,108.5,0.47,3,1
7664,1,2.3,2287,41.4,284.8,93.8,0.68,3,1
5623,1,1.9,2474,83.4,289.0,118.2,0.6,2,1
7036,2,2.4,1972,62.0,318.8,72.3,0.42,2,1
4953,3,2.3,2542,79.2,283.3,116.0,0.55,3,1
5984,0,2.0,1950,67.6,249.5,90.3,0.63,2,1
4551,3,1.5,2555,114.6,344.4,70.6,0.42,2,1
6782,0,1.8,2110,112.7,254.0,79.4,0.59,2,1
5908,2,1.7,2477,129.0,258.1,41.4,0.55,3,1
7129,3,1.5,2240,89.5,320.6,75.4,0.66,2,1
4147,1,1.5,2370,94.1,176.9,97.3,0.6,3,1
5996,3,2.3,2382,101.8,181.3,44.5,0.6,3,1
5078,2,2.0,2186,75.3,155.6,43.6,0.59,3,1
7428,3,1.9,2559,50.7,219.0,68.6,0.58,3,1
5438,0,1.6,2050,140.1,163.1,64.4,0.47,3,1
5382,3,1.7,2351,102.5,330.3,61.3,0.5,3,1
6850,3,2.0,1822,75.5,169.5,79.1,0.7,3,1
6829,1,2.2,2144,107.6,222.7,74.9,0.55,3,1
6035,2,2.1,1877,69.2,209.5,85.9,0.65,2,1
7295,2,1.7,2560,70.1,263.3,82.5,0.69,2,1
5749,2,1.7,1878,87.6,258.0,56.0,0.6,3,1
5647,0,1.8,2327,109.1,253.2,54.9,0.54,2,1
6044,3,1.7,2560,142.8,295.3,44.8,0.68,3,1
4821,3,1.9,1951,85.1,322.0,112.9,0.47,3,1
6596,1,1.7,2222,68.2,270.2,72.5,0.48,3,1
4465,3,1.6,1828,93.4,348.3,73.8,0.47,3,1
7709,2,1.5,1963,126.9,205.6,84.1,0.48,2,1
6639,0,2.4,2539,134.6,166.8,88.1,0.55,2,1
7551,3,1.6,2216,143.7,294.8,51.2,0.67,2,1
4458,3,2.1,2312,137.3,197.6,49.8,0.68,3,1
7304,3,1.8,2398,64.0,171.4,57.1,0.62,2,1
5124,3,1.9,2060,98.7,289.9,49.0,0.66,2,1
6235,1,1.9,2499,79.9,293.1,105.7,0.47,3,1
4086,1,2.1,2420,67.8,226.9,91.1,0.41,2,1
6869,3,1.9,2501,82.7,332.0,71.4,0.44,2,1
7759,2,1.8,1892,63.1,328.0,113.3,0.68,2,1
6586,2,1.8,2585,135.3,314.6,115.2,0.59,2,1
5929,1,2.2,2140,116.8,251.3,68.1,0.62,2,1
6466,0,2.2,2360,123.8,278.3,54.7,0.62,3,1
5816,2,2.3,1939,74.5,166.4,52.6,0.4,2,1
6115,3,2.2,2586,127.2,213.9,78.3,0.65,2,1
7011,2,1.6,1977,61.9,232.9,54.6,0.61,3,1
7589,1,1.9,2384,139.8,344.8,55.9,0.47,2,1
6872,2,2.4,1850,56.4,341.6,53.6,0.52,3,1
6323,3,1.6,2535,53.0,292.7,55.2,0.56,3,1
7530,3,2.3,2072,54.3,321.3,88.0,0.49,3,1
7375,3,1.8,2493,127.2,155.8,118.1,0.46,2,1
4964,0,2.1,2054,41.1,176.6,65.9,0.51,3,1
6838,2,1.9,2017,48.0,261.4,44.2,0.61,3,1
7813,0,1.7,2162,67.9,273.9,64.2,0.7,2,1
5616,1,2.2,1935,68.6,250.7,114.4,0.69,2,1
7595,1,2.0,1891,68.6,212.7,118.3,0.5,3,1
6044,2,2.4,2087,139.3,202.6,106.4,0.62,3,1
7795,2,1.8,2120,121.1,248.3,116.0,0.53,2,1
6276,0,2.4,2473,60.8,160.9,54.7,0.59,3,1
9926,3,2.9,2922,44.5,221.3,96.7,0.84,3,2
9987,0,3.2,2315,78.5,190.7,62.7,0.95,3,2
11419,0,2.8,2720,97.9,264.2,73.3,0.95,3,2
8314,0,2.9,2710,71.3,346.3,49.8,0.9,4,2
9530,0,3.4,2308,48.9,316.1,92.8,0.95,3,2
9859,2,3.4,2475,146.7,281.2,116.1,0.88,3,2
9330,1,3.9,2951,135.0,310.3,62.6,0.97,3,2
11269,0,2.6,2272,83.9,185.6,117.2,0.86,4,2
11545,3,3.1,2221,125.7,207.0,100.2,0.96,3,2
10679,2,2.7,2505,139.4,270.7,68.7,0.85,4,2
8393,3,3.7,2724,92.4,262.6,73.8,0.76,4,2
11098,3,3.1,2577,50.2,252.7,117.9,0.88,4,2
10770,0,2.8,2902,72.0,237.5,112.6,0.91,4,2
9956,1,3.0,2330,97.5,209.1,43.8,0.91,4,2
8313,3,3.9,2725,50.4,282.2,85.5,0.73,4,2
9037,0,3.0,2799,121.5,242.6,102.9,0.72,3,2
11452,2,3.1,2285,104.6,241.0,93.6,0.82,4,2
10555,1,3.7,2549,60.4,299.4,88.3,0.99,3,2
11570,3,3.5,2644,52.8,184.3,78.2,0.86,3,2
10833,2,3.1,2873,108.0,344.8,68.9,0.99,4,2
10759,0,3.9,2891,53.8,152.8,49.0,0.82,4,2
8065,3,3.5,2392,111.3,279.9,74.9,0.96,3,2
10564,3,3.8,2751,56.3,234.4,49.3,0.76,4,2
11696,3,2.7,2919,42.2,239.9,59.4,0.83,4,2
9207,0,3.4,2601,109.3,292.6,118.4,0.72,3,2
11475,0,3.2,2792,93.6,247.2,87.3,0.88,4,2
10504,0,3.9,2699,86.4,213.2,45.1,0.77,3,2
11657,3,3.5,2684,116.7,154.2,63.0,0.74,4,2
8787,2,3.2,2648,141.4,320.7,97.2,0.77,3,2
9918,3,2.7,2500,131.6,284.6,98.8,0.92,4,2
11260,0,3.2,2365,113.4,175.8,56.0,0.89,4,2
10481,2,3.2,2625,65.8,261.4,119.9,0.98,4,2
9469,0,3.8,2565,128.7,217.5,49.1,0.9,3,2
8928,2,2.7,2429,124.6,304.0,84.6,0.85,4,2
11671,0,2.7,2906,141.9,237.6,76.6,0.96,3,2
11447,0,3.6,2308,95.8,183.4,49.4,0.93,3,2
8841,3,3.9,2360,120.6,169.9,91.8,0.92,4,2
9370,3,3.7,2325,124.6,151.3,106.8,0.95,4,2
9940,2,3.0,2717,118.7,233.0,90.4,0.75,4,2
9005,1,2.7,2971,128.2,232.7,72.7,0.86,3,2
9879,0,3.9,2728,88.7,304.0,97.4,0.94,4,2
10119,1,3.9,2286,87.7,228.7,43.0,0.8,4,2
11778,3,3.5,2788,84.2,286.2,84.3,0.72,4,2
9246,2,3.6,2521,139.0,272.1,51.7,0.97,3,2
9654,2,3.2,2410,137.6,306.3,72.4,0.97,4,2
8808,3,3.8,2286,119.8,298.0,50.1,0.71,4,2
10215,2,2.9,2295,123.3,182.0,42.2,0.85,4,2
11262,3,3.3,2464,148.6,172.1,44.8,0.77,4,2
9527,0,2.9,2719,89.4,264.5,40.4,0.81,3,2
9388,2,4.0,2963,72.9,283.4,105.2,1.0,3,2
10346,0,3.5,2931,76.1,266.5,105.8,0.81,3,2
9479,0,3.2,2350,50.1,235.0,50.4,0.91,4,2
8879,3,3.2,2578,135.9,266.9,90.9,0.9,4,2
9802,1,3.5,2701,55.9,175.4,96.9,0.92,4,2
8529,1,4.0,2725,90.1,156.5,52.5,0.96,3,2
10289,0,3.1,2321,53.3,264.4,43.2,0.88,4,2
8627,2,2.7,2512,93.5,308.2,51.4,1.0,4,2
10415,1,3.1,2512,130.1,247.8,49.8,0.97,3,2
9428,3,2.6,2245,139.0,306.3,78.0,0.83,4,2
10949,3,3.8,2335,113.4,179.8,98.2,0.93,4,2
8365,1,3.7,2880,139.0,217.8,43.7,0.89,4,2
10746,1,3.8,2953,117.8,264.4,103.7,0.78,3,2
10897,1,3.0,2860,145.1,258.4,100.6,0.74,3,2
11921,0,3.4,2393,112.4,256.4,117.0,0.93,3,2
9126,0,3.7,2451,128.8,271.4,72.1,0.95,4,2
8184,3,3.2,2223,42.6,255.6,70.6,0.8,3,2
8372,1,2.7,2301,60.1,303.7,52.3,0.86,4,2
11900,1,3.1,2373,43.0,161.7,71.2,0.72,4,2
9310,0,2.7,2531,62.3,300.4,86.9,0.78,3,2
10019,2,3.3,2716,46.7,243.0,72.6,0.82,3,2
